Utilization Type	State	Labeler Code	Product Code	Package Size	Year	Quarter	NDC	Product Name	Units 	Prescriptions	Total Amount
FFSU	NY	57664	247	13	2018	1	57664024713	CARVEDILOL			
FFSU	NY	143	9701	1	2018	1	143970101	IRINOTECAN			
FFSU	NY	60505	190	0	2018	1	60505019000	METFORMIN	"1,170"	17	100.55
MCOU	NY	143	9857	25	2018	1	143985725	CEFTRIAXON	115.75	54	"8,093.92"
MCOU	NY	781	2822	1	2018	1	781282201	FLUOXETINE	"141,716"	"3,500"	"6,078.55"
MCOU	NY	603	4998	21	2018	1	603499821	OXYCODONE/	"12,153"	415	"1,926.33"
MCOU	NY	51991	311	10	2018	1	51991031110	DESVENLAFA			
MCOU	NY	60505	3527	5	2018	1	60505352705	TOLTERODIN			
MCOU	NY	338	4	2	2018	1	338000402	STERILE WA	"53,345"	33	655.08
MCOU	NY	59762	541	2	2018	1	59762054102	GLIPIZIDE	"146,168"	"4,044"	"20,329.11"
MCOU	NY	172	4357	49	2018	1	172435749	RANITIDINE	"41,182"	833	"2,756.48"
FFSU	NY	68180	242	20	2018	1	68180024220	LEVOFLOXAC			
FFSU	NY	115	4211	1	2018	1	115421101	MIDODRINE			
MCOU	NY	378	437	1	2018	1	378043701	SPIRONOLAC	"1,308"	31	532.13
MCOU	NY	113	9458	66	2018	1	113945866	CETIRIZINE			
FFSU	NY	65862	527	30	2018	1	65862052730	VENLAFAXIN			
FFSU	NY	31722	738	90	2018	1	31722073890	DONEPEZIL			
MCOU	NY	781	7080	55	2018	1	781708055	METRONIDAZ	"1,100"	20	"2,830.36"
MCOU	NY	57664	502	89	2018	1	57664050289	TIZANIDINE	"62,464"	"1,078"	"11,881.70"
MCOU	NY	58181	3041	5	2018	1	58181304105	GLEOSTINE			
FFSU	NY	13913	12	3	2018	1	13913001203	CAMBIA			
FFSU	NY	65862	80	1	2018	1	65862008001	GLYBURIDE/			
FFSU	NY	59762	3720	3	2018	1	59762372003	ALPRAZOLAM	726	15	85.42
MCOU	NY	27808	86	2	2018	1	27808008602	HYDROCODON	"11,370"	121	"4,967.41"
MCOU	NY	51672	1282	2	2018	1	51672128202	TRIAMCINOL	"68,468"	"1,810"	"9,135.46"
MCOU	NY	10370	102	3	2018	1	10370010203	BUPROPION	"224,475"	"7,561"	"141,312.74"
MCOU	NY	591	844	10	2018	1	591084410	GLIPIZIDE	"29,929"	837	"4,069.12"
MCOU	NY	64380	743	18	2018	1	64380074318	BUSPIRONE			
FFSU	NY	74	7149	90	2018	1	74714990	SYNTHROID			
MCOU	NY	51079	353	16	2018	1	51079035316	ZIPRASIDON			
MCOU	NY	71093	138	2	2018	1	71093013802	QUITIAPINE			
MCOU	NY	55111	356	5	2018	1	55111035605	DONEPEZIL			
FFSU	NY	16729	8	16	2018	1	16729000816	PRAVASTATI	574	20	180.96
FFSU	NY	57664	108	88	2018	1	57664010888	PROMETHAZI			
FFSU	NY	53489	329	1	2018	1	53489032901	SPIRONOLAC	"1,468"	29	555.32
FFSU	NY	3	6335	17	2018	1	3633517	DROXIA			
MCOU	NY	76282	329	10	2018	1	76282032910	WARFARIN 2	435	52	77.21
MCOU	NY	16714	393	2	2018	1	16714039302	CEFDINIR 2	"88,640"	834	"36,079.18"
MCOU	NY	93	1005	1	2018	1	93100501	NAPROXEN D	"29,796"	642	"3,596.83"
MCOU	NY	65862	937	30	2018	1	65862093730	PARICALCIT			
MCOU	NY	6	81	54	2018	1	6008154	JANUMET XR	"1,884"	63	"26,392.98"
MCOU	NY	70000	305	1	2018	1	70000030501	LDR P/FVR	"16,882"	118	322.16
MCOU	NY	67457	381	58	2018	1	67457038158	HALOPERIDO	73	20	"2,363.46"
FFSU	NY	168	202	30	2018	1	168020230	CLINDAMYCI	"4,110"	111	"7,005.76"
FFSU	NY	42806	14	10	2018	1	42806001410	MECLIZINE	"11,524"	228	"3,046.89"
MCOU	NY	68382	386	6	2018	1	68382038606	DULOXETINE	"3,914"	104	"4,134.64"
MCOU	NY	904	6214	46	2018	1	904621446	FEXOFENADI	"49,857"	"1,639"	"21,731.56"
MCOU	NY	93	3044	5	2018	1	93304405	VERAPAMIL			
MCOU	NY	93	5292	1	2018	1	93529201	METHYLPHEN	"6,118"	207	"30,101"
MCOU	NY	61874	170	8	2018	1	61874017008	VRAYLAR (C			
MCOU	NY	536	1118	25	2018	1	536111825	CAPSAICIN			
FFSU	NY	59572	502	21	2018	1	59572050221	POMALYST			
MCOU	NY	185	236	1	2018	1	185023601	BENAZEPRIL			
MCOU	NY	16252	524	1	2018	1	16252052401	ACARBOSE T			
MCOU	NY	68180	211	9	2018	1	68180021109	LOSARTAN P			
MCOU	NY	23155	249	1	2018	1	23155024901	VENLAFAXIN	750	19	178.53
FFSU	NY	65862	528	90	2018	1	65862052890	VENLAFAXIN	"1,123"	32	403.55
MCOU	NY	31722	537	5	2018	1	31722053705	LEVETIRACE	"118,639"	"1,670"	"14,880.47"
MCOU	NY	338	17	38	2018	1	338001738	DEXTROSE 5			
FFSU	NY	486	1134	1	2018	1	486113401	K-PHOS NO.			
FFSU	NY	68462	426	30	2018	1	68462042630	NIZATIDINE			
FFSU	NY	68180	517	3	2018	1	68180051703	LISINOPRIL	"67,126"	"1,844"	"13,080.01"
MCOU	NY	63323	269	70	2018	1	63323026970	DIPRIVAN (			
FFSU	NY	68180	122	1	2018	1	68180012201	CEPHALEXIN	"1,656"	65	480.09
MCOU	NY	27241	56	3	2018	1	27241005603	ARIPIPRAZO	"2,265"	68	"13,245.94"
MCOU	NY	49483	618	1	2018	1	49483061801	NAPROXEN T	"1,574"	29	96.46
FFSU	NY	378	5615	5	2018	1	378561505	LEVETIRACE	"2,935.55"	29	658.81
MCOU	NY	54458	874	10	2018	1	54458087410	LISINOPRIL			
MCOU	NY	574	107	70	2018	1	574010770	CLOTRIMAZO	"22,794"	389	"19,773.58"
MCOU	NY	70839	112	30	2018	1	70839011230	TEKTURNA H			
MCOU	NY	8	843	81	2018	1	8084381	PROTONIX T			
FFSU	NY	43547	349	11	2018	1	43547034911	PAROXETINE			
MCOU	NY	378	144	5	2018	1	378014405	TAMOXIFEN			
MCOU	NY	51672	4154	3	2018	1	51672415403	CALCIPOTRI	"52,980"	813	"184,703.54"
FFSU	NY	24979	533	1	2018	1	24979053301	GUANFACINE	"3,057"	80	"1,995.37"
MCOU	NY	16729	147	1	2018	1	16729014701	QUETIAPINE	"232,848"	"6,046"	"76,636.57"
MCOU	NY	378	216	1	2018	1	378021601	FUROSEMIDE	"21,834"	587	703.38
FFSU	NY	338	553	18	2018	1	338055318	0.9% SODIU	"225,826"	271	"12,202.93"
MCOU	NY	64980	431	50	2018	1	64980043150	OXYBUTYNIN			
FFSU	NY	536	1047	10	2018	1	536104710	SODIUM BIC	"115,313.20"	"1,333"	"5,514.01"
MCOU	NY	51991	814	3	2018	1	51991081403	AZELASTINE	"176,672"	"5,889"	"132,162.69"
MCOU	NY	45802	490	71	2018	1	45802049071	NAPROXEN S	515	13	30.46
FFSU	NY	50474	598	66	2018	1	50474059866	KEPPRA XR	"11,550"	102	"79,758.37"
FFSU	NY	378	825	1	2018	1	378082501	CLOZAPINE	"15,049"	289	"11,411.80"
FFSU	NY	63824	8	34	2018	1	63824000834	MUCINEX 40	"66,831"	"1,691"	"29,842.93"
FFSU	NY	25021	132	67	2018	1	25021013267	LEVOFLOXAC			
FFSU	NY	49884	22	10	2018	1	49884002210	ISOSORBIDE	"2,505"	22	"1,501.86"
FFSU	NY	781	2790	1	2018	1	781279001	OMEPRAZOLE	786	23	144.81
MCOU	NY	536	1062	29	2018	1	536106229	STOOL SOFT	"140,019"	"2,295"	"2,157.90"
FFSU	NY	60505	2644	5	2018	1	60505264405	TRAMADOL H			
FFSU	NY	59762	57	1	2018	1	59762005701	ALPRAZOLAM	645	17	233.52
MCOU	NY	603	7861	90	2018	1	603786190	TRIAMCINOL	"6,460"	81	349.28
FFSU	NY	51672	4132	4	2018	1	51672413204	LAMOTRIGIN	"13,549"	220	"2,720.86"
FFSU	NY	16714	392	2	2018	1	16714039202	CEFDINIR 1	"2,860"	25	"1,230.81"
FFSU	NY	536	3381	1	2018	1	536338101	LAXATIVE E	"137,848"	"2,575"	"12,724.86"
MCOU	NY	51672	5278	4	2018	1	51672527804	CALCITRENE			
MCOU	NY	591	2468	10	2018	1	591246810	METOCLOPRA	"1,678"	39	48.54
FFSU	NY	228	2667	50	2018	1	228266750	GABAPENTIN			
MCOU	NY	17478	538	2	2018	1	17478053802	ORPHENADRI	0.87	29	623.64
FFSU	NY	45802	937	16	2018	1	45802093716	HYDROCORTI	"6,524"	112	"4,029.53"
FFSU	NY	67405	575	50	2018	1	67405057550	HYDROXYZIN			
MCOU	NY	33342	52	44	2018	1	33342005244	LOSARTAN A			
FFSU	NY	59746	284	90	2018	1	59746028490	PANTOPRAZO	"2,168"	59	519.86
MCOU	NY	603	6240	32	2018	1	603624032	TRIHEXYPHE			
FFSU	NY	69543	134	50	2018	1	69543013450	METHOCARBA			
MCOU	NY	68462	352	1	2018	1	68462035201	HYDROXYZIN	"57,776"	"1,174"	"10,067.73"
MCOU	NY	50383	823	16	2018	1	50383082316	SULFAMETHO	"24,577"	127	"5,611.73"
FFSU	NY	50102	100	3	2018	1	50102010003	LYZA			
MCOU	NY	16729	203	12	2018	1	16729020312	BUSPIRONE	"8,254"	117	738.53
FFSU	NY	536	1081	97	2018	1	536108197	IBUPROFEN			
FFSU	NY	69097	832	15	2018	1	69097083215	BENZTROPIN	"7,031"	133	"1,815.64"
MCOU	NY	31722	377	2	2018	1	31722037702	CALCIUM AC			
FFSU	NY	378	5100	93	2018	1	378510093	ITRACONAZO			
MCOU	NY	536	3030	6	2018	1	536303006	NICOTINE G	"10,468"	89	"2,752.67"
FFSU	NY	378	7277	53	2018	1	378727753	NOREE0.180			
MCOU	NY	15054	500	1	2018	1	15054050001	DYSPORT (A			
FFSU	NY	65162	902	9	2018	1	65162090209	ARIPIPRAZO	790	27	"2,521.12"
MCOU	NY	944	3053	2	2018	1	944305302	ADVATE 2ML			
FFSU	NY	65862	650	60	2018	1	65862065060	RIVASTIGMI			
MCOU	NY	904	2035	24	2018	1	904203524	BENOPHEN 2	"13,627"	331	439.95
FFSU	NY	13668	432	60	2018	1	13668043260	BUPROPION			
FFSU	NY	113	403	78	2018	1	113040378	REGULAR ST			
FFSU	NY	62011	23	2	2018	1	62011002302	HEALTH MAR			
MCOU	NY	45802	423	35	2018	1	45802042335	DESONIDE .			
MCOU	NY	49483	607	50	2018	1	49483060750	GABAPENTIN	"46,464"	603	"4,293.74"
MCOU	NY	61314	272	25	2018	1	61314027225	OLOPATADIN	862.5	341	"33,597.20"
MCOU	NY	42794	19	6	2018	1	42794001906	LIOTHYRONI			
MCOU	NY	67618	300	10	2018	1	67618030010	SENOKOT TA			
MCOU	NY	68180	180	8	2018	1	68180018008	CEFADROXIL	"6,590"	353	"1,850.77"
FFSU	NY	59746	385	10	2018	1	59746038510	TERAZOSIN			
FFSU	NY	378	4022	1	2018	1	378402201	DOXAZOSIN	978	29	429.57
MCOU	NY	904	7651	51	2018	1	904765151	MAPAP PM C			
MCOU	NY	78	639	98	2018	1	78063998	COSENTYX S	198	76	"470,674.67"
MCOU	NY	49348	610	36	2018	1	49348061036	CALDYPHEN			
MCOU	NY	49348	541	10	2018	1	49348054110	FIBER THER	"6,463"	90	493.09
MCOU	NY	61874	115	30	2018	1	61874011530	VRAYLAR (C	"6,909"	240	"271,339.68"
FFSU	NY	70069	11	25	2018	1	70069001125	GLYCOPYRRO			
MCOU	NY	49884	830	5	2018	1	49884083005	DILTIAZEM			
FFSU	NY	16714	613	4	2018	1	16714061304	SERTRALINE	887	22	169.66
MCOU	NY	36800	647	71	2018	1	36800064771	IBUPROFEN			
MCOU	NY	37205	294	62	2018	1	37205029462	SENNA LAXA			
MCOU	NY	597	24	2	2018	1	597002402	COMBIVENT	"38,026"	"9,427"	"3,457,137.61"
MCOU	NY	59762	3728	1	2018	1	59762372801	CLINDAMYCI	"7,980"	236	"5,423.98"
MCOU	NY	51079	74	20	2018	1	51079007420	HYDRALAZIN			
MCOU	NY	472	1783	10	2018	1	472178310	DICLOFENAC	"2,800"	28	"9,292.50"
MCOU	NY	63304	623	10	2018	1	63304062310	ATENOLOL T	"8,100"	257	556.84
MCOU	NY	50458	639	65	2018	1	50458063965	TOPAMAX 25	"5,586"	37	"30,891.04"
MCOU	NY	57902	249	1	2018	1	57902024901	ERWINAZE (			
FFSU	NY	51079	930	1	2018	1	51079093001	CARVEDILOL			
MCOU	NY	603	2115	2	2018	1	603211502	ALLOPURINO			
FFSU	NY	591	2825	1	2018	1	591282501	CELECOXIB			
MCOU	NY	187	993	95	2018	1	187099395	ZOVIRAX OI			
MCOU	NY	33342	277	7	2018	1	33342027707	DARIFENACI			
FFSU	NY	65862	568	90	2018	1	65862056890	MONTELUKAS	"9,781"	290	"2,614.67"
FFSU	NY	42043	251	38	2018	1	42043025138	CEFDINIR S			
MCOU	NY	45802	562	1	2018	1	45802056201	CLINDAMYCI	"16,980"	479	"9,773.35"
MCOU	NY	63323	412	25	2018	1	63323041225	MIDAZOLAM			
FFSU	NY	60505	3574	3	2018	1	60505357403	MONTELUKAS			
MCOU	NY	16252	523	1	2018	1	16252052301	ACARBOSE T			
FFSU	NY	25021	402	10	2018	1	25021040210	HEPARIN SO			
FFSU	NY	42865	300	2	2018	1	42865030002	ZENPEP DR	"4,445"	38	"6,860.39"
FFSU	NY	31722	522	1	2018	1	31722052201	HYDRALAZIN	"11,198"	134	"1,882.25"
MCOU	NY	62756	522	69	2018	1	62756052269	SUMATRIPTA	"12,280"	"1,365"	"9,112.23"
FFSU	NY	24658	780	1	2018	1	24658078001	URSODIOL 3			
MCOU	NY	121	595	16	2018	1	121059516	SODIUM CIT	"248,362.64"	287	"5,372.24"
MCOU	NY	24385	359	26	2018	1	24385035926	TUSSIN DM	"77,412"	523	"1,118.20"
MCOU	NY	68094	752	62	2018	1	68094075262	DIGOXIN OR			
MCOU	NY	591	242	5	2018	1	591024205	LORAZEPAM	"26,166"	425	"2,304.78"
FFSU	NY	703	4680	1	2018	1	703468001	MITOXANTRO			
FFSU	NY	187	730	90	2018	1	187073090	WELLBUTRIN			
FFSU	NY	8	923	55	2018	1	8092355	PROTONIX I			
FFSU	NY	62011	11	1	2018	1	62011001101	HEALTH MAR			
MCOU	NY	713	4742	1	2018	1	713474201	CITALOPRAM	495	16	35.59
FFSU	NY	61570	32	75	2018	1	61570003275	CORTISPORI			
MCOU	NY	46122	151	75	2018	1	46122015175	GNP ANTACI			
MCOU	NY	49502	101	1	2018	1	49502010101	EPINEPHRIN			
MCOU	NY	185	43	5	2018	1	185004305	MIDODRINE			
MCOU	NY	42858	234	1	2018	1	42858023401	DILAUDID 4			
FFSU	NY	456	2402	60	2018	1	456240260	SAPHRIS 2.	"1,905"	43	"37,156.90"
MCOU	NY	43598	583	30	2018	1	43598058330	EZETIMIBE&			
MCOU	NY	46122	210	26	2018	1	46122021026	GNP ACETAM	"26,979"	170	506.35
FFSU	NY	55111	123	90	2018	1	55111012390	ATORVASTAT	"19,489"	429	"4,471.80"
FFSU	NY	78	696	35	2018	1	78069635	ENTRESTO F			
MCOU	NY	131	3266	32	2018	1	131326632	VENLAFAXIN			
MCOU	NY	115	6911	1	2018	1	115691101	DIVALPROEX	"2,426"	41	"2,662.94"
FFSU	NY	51672	1275	2	2018	1	51672127502	CLOTRIMAZO	"4,680"	132	"2,958.93"
FFSU	NY	52427	285	1	2018	1	52427028501	MACROBID 1			
MCOU	NY	63323	388	10	2018	1	63323038810	AMPICILLIN			
FFSU	NY	63323	269	67	2018	1	63323026967	DIPRIVAN (			
FFSU	NY	378	3952	77	2018	1	378395277	ATORVASTAT	"34,692"	796	"8,051.93"
MCOU	NY	24385	130	26	2018	1	24385013026	CHILDRENS	"8,744"	61	165.06
MCOU	NY	904	5415	1	2018	1	904541501	MICONAZOLE	63	49	448.15
MCOU	NY	53489	145	1	2018	1	53489014501	SULFAMETHO	"13,425"	578	"1,285.63"
MCOU	NY	24385	647	71	2018	1	24385064771	IBUPROFEN			
FFSU	NY	43547	402	10	2018	1	43547040210	FUROSEMIDE			
FFSU	NY	23155	607	1	2018	1	23155060701	GLYCOPYRRO	"2,235"	34	814.15
FFSU	NY	944	3940	2	2018	1	944394002	HEMOFIL-M			
MCOU	NY	51672	1261	3	2018	1	51672126103	DESOXIMETA			
MCOU	NY	45802	806	1	2018	1	45802080601	SALICYLIC			
MCOU	NY	33342	89	9	2018	1	33342008909	RIVASTIGMI			
FFSU	NY	69918	901	10	2018	1	69918090110	DESMOPRESS	217.5	29	"8,965.78"
MCOU	NY	93	3012	84	2018	1	93301284	CLOZAPINE			
MCOU	NY	60505	2649	7	2018	1	60505264907	TIZANIDINE	"18,754"	250	"28,723.49"
MCOU	NY	61269	162	50	2018	1	61269016250	MULTI VITA	"10,200"	204	"2,954.45"
FFSU	NY	59762	810	1	2018	1	59762081001	NADOLOL (2			
FFSU	NY	781	5238	64	2018	1	781523864	ONDANSETRO	"7,939"	427	"3,237.85"
FFSU	NY	591	3205	19	2018	1	591320519	PIOGLITAZO			
FFSU	NY	65862	10	99	2018	1	65862001099	METFORMIN	"46,031"	694	"4,988.64"
MCOU	NY	24208	410	5	2018	1	24208041005	OFLOXACIN	"12,235"	"2,223"	"139,485.07"
MCOU	NY	62332	143	60	2018	1	62332014360	CELECOXIB			
MCOU	NY	51672	2063	2	2018	1	51672206302	HYDRO PLUS	"8,093.94"	263	955.4
FFSU	NY	60505	65	1	2018	1	60505006501	OMEPRAZOLE	"36,382.55"	"1,205"	"7,935.84"
MCOU	NY	54766	201	1	2018	1	54766020101	PEXEVA (PA			
FFSU	NY	378	5150	91	2018	1	378515091	NIZATIDINE	825	19	479.91
MCOU	NY	61874	115	20	2018	1	61874011520	VRAYLAR CA	515	18	"20,302.43"
MCOU	NY	37205	575	16	2018	1	37205057516	LDR PAIN R			
FFSU	NY	406	124	10	2018	1	406012410	HYDROCODON			
FFSU	NY	603	5166	2	2018	1	603516602	PHENOBARBI			
FFSU	NY	591	810	46	2018	1	591081046	SILVER SUL	"6,800"	17	828.98
MCOU	NY	228	3154	73	2018	1	228315473	BUPRENORPH	"4,743"	82	"12,267.76"
MCOU	NY	63481	421	5	2018	1	63481042105	COLY-MYCIN	200	19	"4,084.90"
MCOU	NY	74	3189	90	2018	1	74318990	TRICOR TAB			
MCOU	NY	47781	263	5	2018	1	47781026305	OXYCODONE	"5,549"	114	752.84
FFSU	NY	68462	197	5	2018	1	68462019705	PRAVASATAT	"2,962"	93	956.67
MCOU	NY	53746	511	5	2018	1	53746051105	SPIRONOLAC	"43,636"	"1,074"	"3,195.77"
FFSU	NY	62756	142	1	2018	1	62756014201	METFORMIN	"4,830"	71	505.26
MCOU	NY	66758	190	5	2018	1	66758019005	KLOR-CON 2	822	22	303.97
FFSU	NY	13668	120	5	2018	1	13668012005	PIOGLITAZO			
FFSU	NY	62037	560	1	2018	1	62037056001	POTASSIUM	"1,754"	26	435.98
MCOU	NY	10702	12	50	2018	1	10702001250	HYDROXIZIN	"83,178"	"1,286"	"17,635.65"
FFSU	NY	63323	103	51	2018	1	63323010351	CISPLATIN			
FFSU	NY	65862	743	90	2018	1	65862074390	OLMESARTAN			
FFSU	NY	16729	114	31	2018	1	16729011431	ETOPOSIDE			
MCOU	NY	59746	335	90	2018	1	59746033590	LOSARTAN P	"1,230"	41	119.98
MCOU	NY	591	794	10	2018	1	591079410	DICYCLOMIN	"41,596"	756	"2,880.93"
MCOU	NY	70069	7	1	2018	1	70069000701	OLOPATADIN	325	65	"1,658.49"
FFSU	NY	68462	159	10	2018	1	68462015910	METFORMIN	808	14	82.1
FFSU	NY	115	1681	34	2018	1	115168134	ALENDRONAT	"2,868"	626	"4,437.71"
MCOU	NY	50111	789	10	2018	1	50111078910	AZITHROMYC	"2,647"	326	"7,435.50"
MCOU	NY	16571	330	16	2018	1	16571033016	PHENOBARBI	"88,461.50"	195	"10,619.94"
MCOU	NY	16729	169	17	2018	1	16729016917	ESCITALOPR	"86,185"	"2,824"	"16,666.31"
FFSU	NY	64720	136	10	2018	1	64720013610	MIXED AMPH	"1,034"	25	579.7
MCOU	NY	60951	701	70	2018	1	60951070170	ENDOCET 2.			
FFSU	NY	78	110	22	2018	1	78011022	SANDIMMUNE			
FFSU	NY	45802	700	0	2018	1	45802070000	TACROLIMUS			
MCOU	NY	55513	546	10	2018	1	55513054610	NEUPOGEN (	266.667	101	"166,356.15"
FFSU	NY	93	4155	79	2018	1	93415579	AMOXICILLI	"5,920"	46	365.46
MCOU	NY	378	253	1	2018	1	378025301	ACYCLOVIR			
FFSU	NY	115	5212	18	2018	1	115521218	COLESTIPOL			
FFSU	NY	69097	431	2	2018	1	69097043102	DARIFENACI			
MCOU	NY	51862	264	1	2018	1	51862026401	METHYLPHEN	"9,075"	280	"34,670.24"
MCOU	NY	68001	184	8	2018	1	68001018408	QUETIAPINE	"13,849"	358	"3,537.99"
MCOU	NY	61958	1401	1	2018	1	61958140101	TYBOST (CO			
MCOU	NY	69865	245	2	2018	1	69865024502	NUCYNTA ER	"2,260"	42	"24,961.34"
MCOU	NY	67877	604	30	2018	1	67877060430	PRASUGREL			
MCOU	NY	378	923	93	2018	1	378092393	BUPRENORPH	"9,944"	254	"9,447.38"
MCOU	NY	31722	538	12	2018	1	31722053812	LEVETIRACE	"85,751"	"1,126"	"17,294.10"
MCOU	NY	115	533	2	2018	1	115053302	FENOFIBRAT			
FFSU	NY	60505	253	3	2018	1	60505025303	CLOPIDOGRE			
FFSU	NY	49	170	1	2018	1	49017001	GLUCOTROL			
FFSU	NY	54	4741	31	2018	1	54474131	PREDNISONE	"1,306"	13	206.56
MCOU	NY	168	163	30	2018	1	168016330	CLOBETASOL	"1,170"	32	"2,453.07"
MCOU	NY	60505	2518	3	2018	1	60505251803	CITALOPRAM			
MCOU	NY	68001	142	3	2018	1	68001014203	RAMIPRIL C	"1,840"	58	212.63
FFSU	NY	16714	372	2	2018	1	16714037202	LAMOTRIGIN	"1,744"	27	215.88
MCOU	NY	591	582	1	2018	1	591058201	PROPAFENON	"1,710"	22	381.3
MCOU	NY	23155	107	5	2018	1	23155010705	HYDROXYZIN	"5,137"	101	"1,037.67"
FFSU	NY	45802	437	32	2018	1	45802043732	CLOBETASOL			
MCOU	NY	904	53	16	2018	1	904005316	ROBAFEN DM	"1,561,994"	"7,260"	"12,078.98"
FFSU	NY	93	7434	98	2018	1	93743498	VALSARTAN			
MCOU	NY	65162	511	50	2018	1	65162051150	SPIRONOLAC	"6,308"	187	461.03
FFSU	NY	66215	402	1	2018	1	66215040201	VELETRI EP			
MCOU	NY	69452	130	30	2018	1	69452013030	GLIMEPIRID	"16,208"	357	"2,226.48"
MCOU	NY	591	5553	50	2018	1	591555350	DOXYCYCLIN	"22,662"	885	"21,963.18"
MCOU	NY	93	7536	56	2018	1	93753656	ANASTROZOL	"53,530"	"1,846"	"10,061.05"
FFSU	NY	62011	132	1	2018	1	62011013201	HEALTH MAR			
FFSU	NY	59212	658	60	2018	1	59212065860	KAPVAY .1M	"5,265"	80	"38,655.03"
FFSU	NY	65862	470	30	2018	1	65862047030	LOSARTAN H			
FFSU	NY	51672	1284	2	2018	1	51672128402	TRAIMCINOL	"1,395"	48	430.26
FFSU	NY	93	4161	78	2018	1	93416178	AMOXICILLI	"108,195"	777	"6,170.84"
MCOU	NY	62756	356	66	2018	1	62756035666	ONDANSETRO	"1,655.13"	106	728.28
FFSU	NY	63304	692	1	2018	1	63304069201	CLINDAMYCI	"8,003"	203	"2,007.70"
MCOU	NY	68180	284	7	2018	1	68180028407	LAMIVUDINE			
FFSU	NY	49348	483	19	2018	1	49348048319	SM STOOL S	"8,685"	104	479.41
MCOU	NY	378	6610	1	2018	1	378661001	OXYBUTYNIN	"63,004"	"1,994"	"36,380.12"
MCOU	NY	31722	918	5	2018	1	31722091805	OXYCODONE	"14,023"	112	"6,059.98"
MCOU	NY	63868	91	50	2018	1	63868009150	NON-ASPIRI			
MCOU	NY	63868	157	10	2018	1	63868015710	LORATADINE			
MCOU	NY	47335	343	83	2018	1	47335034383	CETIRIZINE	"10,363"	343	"15,179.82"
FFSU	NY	49348	529	34	2018	1	49348052934	ANTI-DIARR	"1,656"	48	473.94
MCOU	NY	65	644	35	2018	1	65064435	TOBREX OIN	269.5	77	"16,008.63"
MCOU	NY	57664	371	88	2018	1	57664037188	OXYCODONE	"65,203"	643	"21,180.43"
MCOU	NY	42192	340	1	2018	1	42192034001	HYOSCYAMIN	"8,556"	114	"2,510.49"
MCOU	NY	59762	3130	1	2018	1	59762313001	AZITHROMYC	"97,335"	"3,134"	"43,987.43"
FFSU	NY	603	841	54	2018	1	603084154	Q-PAP CHIL	"2,604"	13	78.91
MCOU	NY	60758	880	15	2018	1	60758088015	FLOUROMETH			
FFSU	NY	61314	547	3	2018	1	61314054703	LATANOPROS	497.5	191	"2,991.86"
MCOU	NY	93	7425	98	2018	1	93742598	MONTELUKAS	"16,802"	534	"5,658.96"
MCOU	NY	66685	1012	2	2018	1	66685101202	AMOX CLAV	"20,025"	154	"2,443.78"
MCOU	NY	172	2083	80	2018	1	172208380	HYDROCHLOR	"234,407"	"7,691"	"4,127.69"
FFSU	NY	228	2996	11	2018	1	228299611	TAMSULOSIN	"10,180"	241	"2,741.79"
FFSU	NY	15127	821	9	2018	1	15127082109	S/B CHLORP			
FFSU	NY	185	5400	10	2018	1	185540010	LISINOPRIL	"1,846"	75	406.38
FFSU	NY	591	3767	30	2018	1	591376730	BUDESONIDE			
MCOU	NY	472	155	15	2018	1	472015515	NYSTATIN/T			
MCOU	NY	591	5571	1	2018	1	591557101	TRIMETHOPR	758	32	184.5
FFSU	NY	65162	49	10	2018	1	65162004910	OXYCODONE			
FFSU	NY	45802	276	3	2018	1	45802027603	HYDROCORTI	"5,612.40"	165	874.56
MCOU	NY	65162	765	11	2018	1	65162076511	WARFARIN S	846	33	195.92
FFSU	NY	591	2719	60	2018	1	591271960	METFORMIN			
MCOU	NY	781	2691	44	2018	1	781269144	TEMOZOLOMI			
MCOU	NY	603	5063	21	2018	1	603506321	PERPHENAZI	"8,694"	156	"12,363.48"
MCOU	NY	63304	450	1	2018	1	63304045001	MORPHINE S	"9,417"	161	"2,865.56"
FFSU	NY	17478	114	2	2018	1	17478011402	TOBRAMYCIN			
FFSU	NY	24	2792	10	2018	1	24279210	FERRLECIT	"2,140"	219	"14,426.78"
MCOU	NY	591	5052	10	2018	1	591505210	PREDNISONE	"81,569"	"1,949"	"8,279.20"
MCOU	NY	47335	715	83	2018	1	47335071583	FINASTERID			
MCOU	NY	406	8315	1	2018	1	406831501	MORPHINE S	"63,032"	"1,077"	"18,249.18"
FFSU	NY	42043	263	77	2018	1	42043026377	CEFPROZIL			
MCOU	NY	55566	2300	0	2018	1	55566230000	DDAVP 4MCG			
MCOU	NY	904	5800	61	2018	1	904580061	SIMVASTATI			
FFSU	NY	39822	353	6	2018	1	39822035306	LINCOMYCIN			
MCOU	NY	63824	732	16	2018	1	63824073216	CEPACOL SO			
MCOU	NY	62037	830	1	2018	1	62037083001	METOPROLOL	"418,087"	"12,039"	"140,994.89"
FFSU	NY	63304	622	10	2018	1	63304062210	ATENOLOL T	"2,190"	55	550.73
MCOU	NY	409	2047	50	2018	1	409204750	CARBOCAINE			
MCOU	NY	68001	224	8	2018	1	68001022408	LOVASTATIN	"1,380"	46	65.01
FFSU	NY	93	7583	56	2018	1	93758356	ARIPIPRAZO	"2,830"	92	"8,717.52"
FFSU	NY	31722	700	5	2018	1	31722070005	LOSARTAN P			
